186,180,3,,3997,1,4,30,3,2,471996,3,3,1790,146,1,120,1,,
187,180,17,,2015,1,4,30,3,1,473693,17,1,1237,148,1,100,1,,
188,38,5,,2015,1,4,30,3,1,473693,5,2,1300,148,0,0,0,,
191,180,6,,74,1,1,30,3,2,455669,6,1,1976,150,1,120,1,,
192,38,7,,74,1,1,30,3,2,455669,7,3,2040,150,0,12.5,1,,
195,180,1,,3633,1,3,30,2,2,428749,1,1,2009,153,1,120,1,,
196,180,14,,1670,1,1,30,1,3,479841,14,1,1895,154,1,200,1,,
197,180,6,,1274,1,1,30,2,1,455685,6,1,1386,155,1,100,1,,
198,38,4,,1274,1,1,30,2,1,455685,4,2,1532,155,0,0,0,,
199,180,19,,2754,1,1,30,2,2,483329,19,1,2017,156,1,120,1,,
200,38,17,,2754,1,1,30,2,2,483329,17,3,2092,156,0,12.5,1,,
201,180,18,,76,1,1,30,3,1,485049,18,1,1177,159,1,100,1,,
202,78,24,,76,1,1,30,3,28,485049,20,3,1831,159,1,25,1,,
203,180,10,,1423,1,4,30,3,1,442491,10,1,1687,160,1,100,1,,
204,180,6,,77,1,4,30,3,1,471867,6,2,1547,161,1,100,1,,
207,180,3,,844,1,1,30,3,2,455689,3,1,1324,163,1,120,1,,
208,38,6,,844,1,1,30,3,2,455689,6,1,1549,163,0,0,0,,
211,180,1,,2744,1,5,30,2,1,502977,1,1,1229,165,1,100,1,,
212,78,21,,2744,1,5,30,2,27,502977,19,3,1882,165,1,35.2,1,,
213,278,5,,2744,1,5,30,2,4,502977,5,2,1908,165,1,35.5,1,,
214,278,9,,2744,1,5,30,2,9,502977,9,1,1977,165,1,178.32,1,,
215,38,7,,2744,1,5,30,2,9,502977,7,1,2050,165,0,0,0,,
216,278,10,,2744,1,5,30,2,19,502977,10,1,2056,165,1,250,1,,
217,180,19,,77,1,1,30,1,1,486733,19,2,1973,167,1,100,1,,
225,180,4,,78,1,4,30,3,1,442633,4,1,1943,172,1,100,1,,
227,180,16,,4269,1,3,30,1,3,432163,16,1,1691,174,1,200,1,,
228,180,1,,10,1,4,30,3,1,470145,1,1,1256,176,1,100,1,,
229,38,20,,10,1,4,30,3,1,470145,20,3,1785,176,0,0,0,,
230,180,8,,3447,1,1,30,3,1,487321,8,2,1279,180,1,100,1,,
231,38,19,,3447,1,1,30,3,1,487321,19,3,2074,180,0,12.5,1,,
232,180,5,,2019,1,5,30,1,1,503101,5,1,1355,181,1,100,1,,
233,38,12,,2019,1,5,30,1,1,503101,12,3,1779,181,0,0,0,,
234,180,1,,2778,1,4,30,3,1,470288,1,1,1205,182,1,100,1,,
235,180,4,,80,1,3,30,3,2,402775,4,1,2036,184,1,120,1,,
241,180,16,,3479,1,4,30,2,3,471859,16,1,2027,191,1,200,1,,
244,180,7,,80,1,2,30,2,1,516697,7,1,1201,194,1,100,1,,
245,78,24,,82,1,2,30,2,28,516697,29,3,1833,194,1,25,1,,
246,180,5,,1515,1,4,30,3,2,471945,5,1,1739,195,1,120,1,,
247,38,10,,1515,1,4,30,3,2,471945,10,2,1924,195,0,12.5,1,,
248,180,3,,84,1,3,30,2,1,399387,3,1,1349,196,1,100,1,,
249,38,4,,84,1,3,30,2,1,399387,4,2,1520,196,0,0,0,,
250,180,4,,1717,1,1,30,3,1,485027,4,1,1454,197,1,100,1,,
251,38,17,,1717,1,1,30,3,1,485027,17,3,1632,197,0,0,0,,
252,180,19,,2982,1,5,30,3,1,501387,19,1,1335,201,1,100,1,,
253,180,19,,2354,1,2,30,2,1,509977,19,3,1119,202,1,100,1,,
254,38,18,,2354,1,2,30,2,1,509977,18,2,1368,202,0,0,0,,
260,180,1,,3094,1,4,30,2,3,475423,1,1,2152,207,1,200,1,,
261,180,20,,3024,1,3,30,3,1,402777,20,2,1159,208,1,100,1,,
262,38,9,,3024,1,3,30,3,1,402777,9,1,1742,208,0,0,0,,
263,180,19,,1952,1,4,30,3,1,470282,19,1,1859,209,1,100,1,,
264,180,19,,89,1,1,30,3,1,485043,19,1,1229,211,1,100,1,,
265,278,2,,89,1,1,30,3,25,485043,2,1,1276,211,1,3.85,1,,
266,38,19,,90,1,1,30,3,25,485043,19,2,1475,211,0,0,0,,
267,278,20,,91,1,1,30,3,11,485043,20,1,1543,211,1,3.5,1,,
268,38,4,,91,1,1,30,3,1,485043,4,2,1685,211,0,0,0,,
269,278,18,,91,1,1,30,3,5,485043,18,1,1852,211,1,22.35,1,,
271,180,10,,92,1,3,30,2,1,426941,10,1,1161,213,1,100,1,,
272,278,6,,95,1,3,30,2,23,426941,6,1,1435,213,1,19.95,1,,
273,38,9,,95,1,3,30,2,23,426941,9,1,2143,213,0,0,0,,
274,278,3,,97,1,3,30,2,9,426941,3,2,2185,213,1,178.32,1,,
277,180,20,,1996,1,1,30,1,2,486789,20,1,1625,219,1,120,1,,
278,278,2,,1996,1,1,30,1,9,486789,2,1,2108,219,1,178.32,1,,
279,278,16,,1996,1,1,30,1,19,486789,16,1,2162,219,1,250,1,,
280,180,16,,2702,1,4,30,3,2,470289,16,1,2004,220,1,120,1,,
281,180,17,,959,1,3,30,3,3,416627,17,1,1477,221,1,200,1,,
282,38,12,,959,1,3,30,3,3,416627,12,1,1788,221,0,0,0,,
283,180,18,,690,1,1,30,3,3,486777,18,2,1943,222,1,200,1,,
288,180,4,,2050,1,4,30,3,2,470117,4,1,1563,226,1,120,1,,
289,38,11,,2050,1,4,30,3,2,470117,11,1,1778,226,0,0,0,,
290,180,12,,224,1,2,30,3,2,525457,12,1,1764,227,1,120,1,,
291,278,2,,224,1,2,30,3,4,525457,2,1,1832,227,1,35.5,1,,
292,278,11,,224,1,2,30,3,25,525457,11,1,2160,227,1,3.85,1,,
293,180,17,,2688,1,1,30,2,1,481709,17,2,1172,229,1,100,1,,
294,278,12,,2688,1,1,30,2,19,481709,12,1,1495,229,1,250,1,,
295,38,16,,2688,1,1,30,2,1,481709,16,3,1520,229,0,0,0,,
296,278,4,,2688,1,1,30,2,7,481709,4,1,1684,229,1,45.75,1,,
297,38,2,,2688,1,1,30,2,19,481709,2,1,1793,229,0,0,0,,
298,278,19,,2688,1,1,30,2,23,481709,19,1,1821,229,1,19.95,1,,
299,38,20,,2688,1,1,30,2,7,481709,20,3,1981,229,0,0,0,,
300,38,11,,2688,1,1,30,2,23,481709,11,3,2045,229,0,0,0,,
301,180,20,,3411,1,4,30,2,1,471951,20,1,1282,233,1,100,1,,
302,38,17,,3411,1,4,30,2,1,471951,17,3,2172,233,0,12.5,1,,
303,180,19,,98,1,5,30,1,3,501377,19,1,2025,234,1,200,1,,
304,38,5,,98,1,5,30,1,3,501377,5,1,2159,234,0,12.5,1,,
306,180,19,,100,1,2,30,3,1,511657,19,1,1541,236,1,100,1,,
307,278,20,,100,1,2,30,3,17,511657,20,1,1612,236,1,50,1,,
308,38,9,,100,1,2,30,3,17,511657,9,1,1645,236,0,0,0,,
309,278,12,,102,1,2,30,3,7,511657,12,1,1975,236,1,45.75,1,,
311,180,20,,4113,1,1,30,3,1,485021,20,2,1203,240,1,100,1,,
312,78,21,,4113,1,1,30,3,27,485021,17,3,1849,240,1,35.2,1,,
313,38,10,,4113,1,1,30,3,27,485021,10,2,2066,240,0,0,0,,
314,38,2,,4113,1,1,30,3,1,485021,2,1,2143,240,0,12.5,1,,
315,180,17,,2610,1,3,30,2,2,428749,17,1,1408,241,1,120,1,,
316,38,2,,2610,1,3,30,2,2,428749,2,1,1594,241,0,0,0,,
319,180,18,,104,1,1,30,3,1,486749,18,1,1245,244,1,100,1,,
320,38,9,,104,1,1,30,3,1,486749,9,1,2186,244,0,12.5,1,,
321,180,1,,104,1,4,30,3,2,470265,1,1,1935,245,1,120,1,,
327,180,4,,725,1,1,30,3,1,483269,4,1,1201,248,1,100,1,,
328,180,16,,2110,1,4,30,2,1,442581,16,1,1411,249,1,100,1,,
329,38,18,,2110,1,4,30,2,1,442581,18,3,1510,249,0,0,0,,
332,180,12,,2822,1,5,30,3,2,501365,12,1,1939,258,1,120,1,,
335,180,6,,35,1,4,30,2,3,442483,6,1,1150,263,1,200,1,,
336,278,19,,35,1,4,30,2,16,442483,19,1,1334,263,1,20,1,,
337,278,4,,35,1,4,30,2,18,442483,4,1,1751,263,1,100,1,,
338,38,3,,35,1,4,30,2,3,442483,3,1,1845,263,0,12.5,1,,
339,278,18,,35,1,4,30,2,7,442483,18,1,1954,263,1,45.75,1,,
340,38,5,,35,1,4,30,2,7,442483,5,3,2041,263,0,0,0,,
341,278,18,,35,1,4,30,2,12,442483,18,1,2146,263,1,7.9,1,,
347,180,20,,106,1,4,30,2,1,442487,20,1,1275,267,1,100,1,,
348,38,18,,106,1,4,30,2,1,442487,18,2,1459,267,0,0,0,,
349,180,20,,108,1,1,30,3,2,483269,20,1,2166,269,1,120,1,,
353,180,17,,108,1,2,30,1,2,522131,17,1,2079,273,1,120,1,,
354,278,5,,109,1,2,30,1,6,522131,5,2,2129,273,1,39,1,,
355,180,19,,643,1,5,30,2,1,502969,19,2,1227,274,1,100,1,,
356,278,18,,643,1,5,30,2,26,502969,18,1,1375,274,1,30,1,,
357,38,2,,643,1,5,30,2,26,502969,2,1,1727,274,0,0,0,,
358,278,17,,643,1,5,30,2,18,502969,17,2,1791,274,1,100,1,,
359,278,16,,643,1,5,30,2,7,502969,16,2,1866,274,1,45.75,1,,
360,180,18,,2001,1,1,30,3,2,483293,18,2,1258,275,1,120,1,,
361,38,1,,2001,1,1,30,3,2,483293,1,3,1509,275,0,0,0,,
362,180,8,,112,1,1,30,3,1,455695,8,1,1155,276,1,100,1,,
363,38,7,,112,1,1,30,3,1,455695,7,3,2112,276,0,12.5,1,,
364,180,17,,899,1,1,30,3,1,486793,17,1,1245,279,1,100,1,,
365,180,3,,3340,1,3,30,2,1,402789,3,2,1443,280,1,100,1,,
366,38,7,,3340,1,3,30,2,1,402789,7,2,1650,280,0,0,0,,
367,180,18,,112,1,4,30,3,1,442589,18,1,1931,284,1,100,1,,
368,180,17,,4193,1,4,30,3,1,442495,17,1,1551,286,1,100,1,,
369,180,17,,1779,1,5,30,3,1,501385,17,1,1170,289,1,100,1,,
370,38,20,,1779,1,5,30,3,1,501385,20,3,1296,289,0,0,0,,
372,180,7,,113,1,4,30,2,1,471855,7,1,1110,292,1,100,1,,
373,38,18,,113,1,4,30,2,1,471855,18,3,1229,292,0,0,0,,
374,180,17,,2661,1,3,30,3,1,402795,17,1,1361,293,1,100,1,,
375,278,3,,2661,1,3,30,3,6,402795,3,1,1438,293,1,39,1,,
376,278,17,,2661,1,3,30,3,22,402795,17,1,1492,293,1,14.7,1,,
377,38,19,,2661,1,3,30,3,6,402795,19,3,1540,293,0,0,0,,
378,38,6,,2661,1,3,30,3,22,402795,6,2,1588,293,0,0,0,,
379,78,25,,2661,1,3,30,3,28,402795,1,3,1880,293,1,25,1,,
380,278,17,,2661,1,3,30,3,16,402795,17,1,2001,293,1,20,1,,
381,278,19,,2661,1,3,30,3,16,402795,19,1,2066,293,1,20,1,,
382,38,3,,2661,1,3,30,3,28,402795,3,2,2075,293,0,0,0,,
383,180,3,,776,1,4,30,1,1,473583,3,2,1189,294,1,100,1,,
384,38,11,,776,1,4,30,1,1,473583,11,1,1524,294,0,0,0,,
385,180,5,,1296,1,4,30,3,1,444293,5,2,1118,295,1,100,1,,
386,278,6,,1296,1,4,30,3,13,444293,6,1,1521,295,1,13,1,,
387,278,18,,1296,1,4,30,3,12,444293,18,2,1745,295,1,7.9,1,,
388,278,19,,1296,1,4,30,3,17,444293,19,1,1773,295,1,50,1,,
389,278,5,,1296,1,4,30,3,25,444293,5,1,1799,295,1,3.85,1,,
390,38,19,,1296,1,4,30,3,13,444293,19,1,1993,295,0,0,0,,
391,278,19,,1296,1,4,30,3,18,444293,19,3,2112,295,1,100,1,,
392,180,8,,3088,1,4,30,2,1,444301,8,2,1121,297,1,100,1,,
393,278,16,,3088,1,4,30,2,8,444301,16,1,1187,297,1,125,1,,
394,38,7,,3088,1,4,30,2,1,444301,7,3,1542,297,0,0,0,,
395,78,26,,3088,1,4,30,2,28,444301,16,3,1902,297,1,25,1,,
399,180,7,,114,1,4,30,3,1,470281,7,2,1549,301,1,100,1,,
400,78,23,,115,1,4,30,3,27,470281,3,3,1850,301,1,35.2,1,,
401,38,16,,115,1,4,30,3,1,470281,16,3,2078,301,0,12.5,1,,
402,180,12,,964,1,1,30,2,2,485005,12,1,1968,302,1,120,1,,
408,180,16,,1969,1,4,30,3,1,471871,16,1,1403,306,1,100,1,,
409,38,9,,1969,1,4,30,3,1,471871,9,1,1671,306,0,0,0,,
411,180,10,,288,1,5,30,1,1,504711,10,1,1426,309,1,100,1,,
412,38,16,,288,1,5,30,1,1,504711,16,3,1734,309,0,0,0,,
413,180,16,,4061,1,4,30,3,1,472014,16,1,1268,311,1,100,1,,
414,38,2,,4061,1,4,30,3,1,472014,2,1,1600,311,0,0,0,,
418,180,5,,116,1,4,30,3,2,470261,5,2,1938,317,1,120,1,,
419,180,16,,526,1,2,30,2,2,509985,16,3,1270,318,1,120,1,,
422,180,2,,1758,1,5,30,2,2,503115,2,2,2108,320,1,120,1,,
423,278,20,,1758,1,5,30,2,21,503115,20,2,2155,320,1,22.3,1,,
424,180,5,,117,1,4,30,3,1,471847,5,1,2133,321,1,100,1,,
425,180,20,,1909,1,1,30,3,1,485045,20,1,1221,322,1,100,1,,
426,38,18,,1909,1,1,30,3,1,485045,18,1,1708,322,0,0,0,,
427,180,3,,119,1,4,30,3,3,471842,3,2,1774,324,1,200,1,,
428,180,19,,4075,1,5,30,2,1,502979,19,1,1543,325,1,100,1,,
429,78,26,,4075,1,5,30,2,28,502979,18,3,1866,325,1,25,1,,
430,38,18,,4075,1,5,30,2,1,502979,18,3,2126,325,0,12.5,1,,
431,180,17,,1075,1,1,30,2,1,453961,17,1,1205,326,1,100,1,,
432,38,12,,1075,1,1,30,2,1,453961,12,1,1411,326,0,0,0,,
433,180,19,,2914,1,3,30,3,2,414917,19,1,1681,327,1,120,1,,
434,78,21,,2914,1,3,30,3,27,414917,0,3,1880,327,1,35.2,1,,
435,180,16,,677,1,4,30,1,1,473683,16,3,1674,328,1,100,1,,
436,38,4,,677,1,4,30,1,1,473683,4,2,2005,328,0,12.5,1,,
438,180,12,,119,1,1,30,2,1,483281,12,1,1377,330,1,100,1,,
440,180,5,,2810,1,3,30,3,1,402773,5,1,1116,332,1,100,1,,
441,38,20,,2810,1,3,30,3,1,402773,20,3,1373,332,0,0,0,,
442,180,3,,501,1,4,30,3,1,475397,3,2,1182,334,1,100,1,,
443,278,6,,501,1,4,30,3,12,475397,6,2,2096,334,1,7.9,1,,
449,180,7,,526,1,5,30,2,1,502969,7,1,1208,336,1,100,1,,
450,278,18,,526,1,5,30,2,25,502969,18,1,1315,336,1,3.85,1,,
451,278,4,,526,1,5,30,2,4,502969,4,2,1357,336,1,35.5,1,,
452,38,12,,526,1,5,30,2,25,502969,12,1,1580,336,0,0,0,,
453,278,9,,526,1,5,30,2,26,502969,9,3,1972,336,1,30,1,,
454,180,17,,3423,1,1,30,1,1,486789,17,2,1911,338,1,100,1,,
456,180,5,,119,1,5,30,2,1,503115,5,1,1253,340,1,100,1,,
457,278,4,,119,1,5,30,2,4,503115,4,2,1607,340,1,35.5,1,,
458,78,23,,120,1,5,30,2,27,503115,10,3,1858,340,1,35.2,1,,
459,38,6,,120,1,5,30,2,1,503115,6,1,1861,340,0,12.5,1,,
460,180,17,,149,1,1,30,3,1,485021,17,1,1874,342,1,100,1,,
461,78,21,,149,1,1,30,3,27,485021,0,3,1884,342,1,35.2,1,,
462,278,18,,149,1,1,30,3,26,485021,18,2,2188,342,1,30,1,,
468,180,16,,121,1,1,30,1,1,490225,16,3,1208,344,1,100,1,,
469,38,6,,121,1,1,30,1,1,490225,6,1,2080,344,0,12.5,1,,
470,180,3,,3103,1,3,30,1,2,418337,3,1,1397,345,1,120,1,,
471,38,4,,3103,1,3,30,1,2,418337,4,1,1974,345,0,12.5,1,,
472,180,18,,166,1,4,30,3,1,471849,18,2,1480,348,1,100,1,,
473,38,9,,166,1,4,30,3,1,471849,9,2,1762,348,0,0,0,,
474,180,19,,122,1,4,30,2,1,444301,19,2,1152,350,1,100,1,,
475,38,2,,122,1,4,30,2,1,444301,2,1,1216,350,0,0,0,,
476,180,17,,957,1,5,30,3,3,501247,17,1,1498,351,1,200,1,,
